1.112132,0.535387,0.342139,1.813448,0.00997,7
0.53727,0.247321,0.140116,1.159212,0.031202,5
0.471575,0.211467,0.123053,1.040839,0.001772,5
0.124627,0.072137,0.058723,0.205092,0.01105,3
1.197433,0.590517,0.368125,1.770226,0.004751,7
1.127066,0.531661,0.329845,1.854227,0.001106,7
0.175024,0.112811,0.091697,0.184858,0.007674,6.5
0.093041,0.038528,0.025091,0.165394,0.001175,6
0.097728,0.055508,0.040783,0.167592,0.00514,4
0.429876,0.148507,0.08685,1.073875,0.009748,8
0.098576,0.044813,0.033903,0.174403,0.009627,6
0.063239,0.030559,0.016546,0.129967,0.018409,5.5
1.030394,0.468696,0.294098,1.597199,0.005179,7
0.140993,0.081269,0.062114,0.26465,0.006107,3
0.102578,0.044342,0.034474,0.174827,0.005458,6
0.110424,0.053957,0.039957,0.190236,0.033603,6
0.486063,0.158886,0.078832,1.213506,0.002177,8
1.188741,0.586237,0.371429,1.838701,0.005124,7
0.083591,0.043902,0.033961,0.142193,0.010057,5.5
0.532001,0.21547,0.131286,1.035135,0.004057,5
0.402674,0.178542,0.108249,0.88265,0.005791,5
0.090076,0.035556,0.019618,0.176821,0.004291,6
0.083423,0.030007,0.023985,0.146979,0.004949,6
0.110618,0.066606,0.054306,0.191696,0.01527,3

