0.076062,0.034413,0.028,0.13404,0.010027,4
0.551161,0.242653,0.147755,1.115954,0.005005,5
0.142314,0.084588,0.051978,0.232508,0.004035,3
0.389557,0.176761,0.101596,0.88701,0,5
0.585117,0.263327,0.166667,1.226129,0.013621,5
0.134857,0.084138,0.069759,0.229185,0.007776,3
0.13027,0.077793,0.058084,0.218062,0.00588,3
0.115715,0.068402,0.053405,0.223529,0.010654,3
0.065587,0.031187,0.020639,0.091601,0.004631,6
0.134268,0.080142,0.057782,0.237307,0.003038,3
0.185724,0.105866,0.091736,0.196229,0.022232,6.5
0.109701,0.05086,0.036815,0.205899,0.019219,6
0.074403,0.037127,0.026212,0.124465,0.006004,4
0.430603,0.192676,0.114856,0.939248,0.006664,5
0.863985,0.400954,0.245464,1.460957,0.00545,7
0.07914,0.044172,0.031027,0.134996,0.006787,4
0.098145,0.033423,0.018896,0.217322,0.003331,6
1.195658,0.580631,0.352325,1.848187,0.008346,7
0.068295,0.034441,0.027675,0.120267,0.008781,4
0.134921,0.075966,0.059039,0.242917,0.003827,3
0.202276,0.1247,0.105244,0.238529,0.006656,6.5
0.175081,0.099138,0.088792,0.200064,0.006308,6.5
0.079007,0.042196,0.029348,0.134077,0.012404,4

