1.165094,0.559601,0.358124,1.724786,0.009619,7
0.131883,0.070765,0.052719,0.223758,0.001889,3
0.566921,0.251483,0.144012,1.114592,0.004343,5
0.184336,0.111323,0.093444,0.218354,0.001625,6.5
0.110772,0.065455,0.046448,0.163224,0.004664,3
0.389557,0.176761,0.101596,0.88701,0,5
0.088788,0.053011,0.03128,0.151913,0.000754,4
0.08956,0.048168,0.036551,0.169256,0.021784,5.5
0.449772,0.150674,0.076831,1.135007,0.003207,8
1.03119,0.47828,0.296725,1.627946,0.008416,7
0.096328,0.058224,0.038536,0.175334,0.037851,4
0.180058,0.111271,0.094408,0.211003,0.007733,6.5
0.529624,0.234337,0.146432,1.107666,0.019812,5
0.121164,0.066222,0.055052,0.217329,0.009878,3
0.087254,0.036932,0.026494,0.17741,0.017863,6
0.405763,0.185661,0.110043,0.917283,0.008163,5
0.065587,0.031187,0.020639,0.091601,0.004631,6
0.14657,0.058803,0.041325,0.2156,0.024809,6
0.076062,0.034413,0.028,0.13404,0.010027,4
1.141943,0.550283,0.353,1.70838,0.012588,7
0.083591,0.043902,0.033961,0.142193,0.010057,5.5
0.073102,0.029709,0.022035,0.119195,0.001727,6
0.122854,0.063365,0.053252,0.216909,0,3

