1.105962,0.536626,0.346441,1.78188,0.007361,7
1.142623,0.531532,0.334604,1.942518,0.016237,7
0.086066,0.047718,0.037492,0.166974,0.005835,4
0.060982,0.024092,0.015409,0.084481,0,6
0.063239,0.030559,0.016546,0.129967,0.018409,5.5
1.06934,0.482403,0.28752,1.540497,0.002906,7
0.093933,0.044765,0.036575,0.174603,0.00832,6
0.134857,0.084138,0.069759,0.229185,0.007776,3
0.132369,0.071809,0.054081,0.220444,0.001089,3
0.475607,0.213675,0.118461,1.034212,0.010923,5
1.145368,0.533074,0.339345,1.735064,0.00334,7
0.074847,0.037368,0.024428,0.141325,0.018456,5.5
0.429876,0.148507,0.08685,1.073875,0.009748,8
0.40698,0.145149,0.082078,0.992126,0.012357,8
1.188741,0.586237,0.371429,1.838701,0.005124,7
0.064249,0.027049,0.015371,0.122937,0.016223,5.5
0.403175,0.177507,0.108764,0.892334,0.006731,5
0.083651,0.04288,0.031346,0.13716,0.005039,4
1.165527,0.576425,0.36089,1.775675,0.006189,7
0.074616,0.0358,0.023437,0.129084,0.010771,5.5
0.180234,0.110113,0.089972,0.200061,0.005733,6.5
1.03119,0.47828,0.296725,1.627946,0.008416,7
0.180323,0.114081,0.094962,0.220602,0.0033,6.5

