0.470588,0.20737,0.11713,1.011039,0.008354,5
0.078245,0.040601,0.030779,0.13078,0.004656,4
0.090417,0.027172,0.013826,0.2,0.005415,6
0.155614,0.095364,0.077822,0.280692,0.010015,3
0.449772,0.150674,0.076831,1.135007,0.003207,8
0.585117,0.263327,0.166667,1.226129,0.013621,5
1.171999,0.574146,0.362479,1.849385,0.005572,7
1.168191,0.559586,0.355128,1.746733,0.006369,7
0.086066,0.047718,0.037492,0.166974,0.005835,4
0.09429,0.04215,0.029085,0.168421,0.044227,6
0.102578,0.044342,0.034474,0.174827,0.005458,6
0.180058,0.111271,0.094408,0.211003,0.007733,6.5
0.475607,0.213675,0.118461,1.034212,0.010923,5
0.089608,0.054191,0.036632,0.174045,0.009023,4
0.158564,0.105967,0.08815,0.177399,0.005573,6.5
0.105846,0.040204,0.021838,0.236637,0.026051,6
1.129655,0.5,0.2976,1.652623,0.004774,7
1.152632,0.539785,0.338635,1.726418,0.003314,7
0.135778,0.073729,0.051675,0.24934,0.033638,3
0.073102,0.029709,0.022035,0.119195,0.001727,6
0.184336,0.111323,0.093444,0.218354,0.001625,6.5
1.145368,0.533074,0.339345,1.735064,0.00334,7
0.172592,0.106002,0.088311,0.206539,0.015571,6.5
0.087728,0.045849,0.036016,0.163214,0.025947,5.5
1.112132,0.535387,0.342139,1.813448,0.00997,7
0.056447,0.020817,0.012447,0.104715,0.010767,5.5
0.140993,0.081269,0.062114,0.26465,0.006107,3
0.075543,0.043354,0.030845,0.127341,0.006067,4
0.096328,0.058224,0.038536,0.175334,0.037851,4
1.030394,0.468696,0.294098,1.597199,0.005179,7
0.431788,0.143021,0.072045,1.081477,0.006137,8
1.195658,0.580631,0.352325,1.848187,0.008346,7
0.096648,0.038422,0.020496,0.200963,0.01104,6
0.175081,0.099138,0.088792,0.200064,0.006308,6.5
1.043921,0.451651,0.269663,1.58023,0.002661,7
0.076062,0.034413,0.028,0.13404,0.010027,4
0.107868,0.050332,0.036119,0.182098,0.002366,6
0.068295,0.034441,0.027675,0.120267,0.008781,4
0.122358,0.073809,0.051445,0.231869,0.004079,3
0.891168,0.405719,0.259335,1.541271,0.006121,7
0.180323,0.114081,0.094962,0.220602,0.0033,6.5
0.090076,0.035556,0.019618,0.176821,0.004291,6
0.06445,0.029774,0.011607,0.124561,0.013889,5.5
1.163854,0.567196,0.353545,1.85702,0,7
0.066354,0.030354,0.019081,0.106394,0.007103,6
0.132369,0.071809,0.054081,0.220444,0.001089,3
0.122854,0.063365,0.053252,0.216909,0,3
0.088788,0.053011,0.03128,0.151913,0.000754,4
0.471575,0.211467,0.123053,1.040839,0.001772,5
0.086361,0.047479,0.033587,0.152793,0.001465,4
0.074847,0.037368,0.024428,0.141325,0.018456,5.5
0.59493,0.263179,0.164974,1.206109,0.012346,5
0.086663,0.050826,0.040663,0.152712,0.020882,5.5
0.190461,0.120615,0.099745,0.218406,0.019983,6.5
0.083423,0.030007,0.023985,0.146979,0.004949,6
1.16038,0.557995,0.354447,1.837157,0.005263,7
0.08195,0.034898,0.020091,0.172471,0.023224,6
1.249232,0.589909,0.362852,2.010983,0.00726,7
0.402674,0.178542,0.108249,0.88265,0.005791,5
0.466683,0.211251,0.120212,1.017036,0.011412,5
0.079254,0.040717,0.024791,0.165821,0.026801,6
0.086458,0.027824,0.011665,0.197936,0,6
0.953216,0.436292,0.274958,1.569635,0.021674,7
0.127175,0.070741,0.050457,0.227121,0.004545,3
0.496273,0.159895,0.079009,1.244861,0.002028,8
0.086568,0.042322,0.03147,0.174736,0.009576,5.5
1.169175,0.560573,0.357501,1.75308,0.012286,7
0.4414,0.202586,0.111111,0.973344,0.010126,5
0.090956,0.049939,0.032417,0.163462,0.013108,5.5
0.063239,0.030559,0.016546,0.129967,0.018409,5.5
0.575058,0.254217,0.155991,1.176083,0.012036,5
0.079007,0.042196,0.029348,0.134077,0.012404,4
0.453551,0.191987,0.107492,1.013645,0.009537,5
0.181704,0.111111,0.096299,0.219685,0.009419,6.5
0.080859,0.036129,0.025025,0.124318,0.000588,6
0.121164,0.066222,0.055052,0.217329,0.009878,3
0.084862,0.045845,0.031859,0.157591,0.015652,5.5
0.533024,0.235964,0.152959,1.081158,0.014065,5
0.065769,0.031005,0.019838,0.093005,0.001748,6
1.141943,0.550283,0.353,1.70838,0.012588,7
0.180234,0.110113,0.089972,0.200061,0.005733,6.5
1.124966,0.520833,0.327728,1.892303,0.013858,7
0.130638,0.074727,0.054586,0.231244,0.003778,3
0.074569,0.039952,0.022066,0.159396,0.017485,6
0.470061,0.217064,0.125235,1.036551,0.008385,5
0.863985,0.400954,0.245464,1.460957,0.00545,7
0.551161,0.242653,0.147755,1.115954,0.005005,5
0.093041,0.038528,0.025091,0.165394,0.001175,6
0.170105,0.106787,0.093727,0.193182,0.006061,6.5
0.193097,0.122935,0.109346,0.227865,0.018182,6.5
0.074122,0.042259,0.030003,0.13071,0.018176,5.5
0.109701,0.05086,0.036815,0.205899,0.019219,6
0.486063,0.158886,0.078832,1.213506,0.002177,8
0.129259,0.077899,0.056405,0.221713,0.00519,3
0.158096,0.106097,0.089026,0.17581,0.017502,6.5
0.093604,0.031399,0.020143,0.198639,0.012132,6
0.07702,0.039447,0.029837,0.133674,0.008829,4
0.068657,0.028685,0.015338,0.101884,0.005707,5.5
1.13267,0.552599,0.353737,1.854566,0.003788,7
1.105962,0.536626,0.346441,1.78188,0.007361,7
1.102639,0.538398,0.340996,1.778776,0.003317,7
0.064249,0.027049,0.015371,0.122937,0.016223,5.5
1.142623,0.531532,0.334604,1.942518,0.016237,7
0.134857,0.084138,0.069759,0.229185,0.007776,3
0.429876,0.148507,0.08685,1.073875,0.009748,8
0.124969,0.069403,0.05054,0.229906,0.008541,3
0.088154,0.024486,0.017096,0.168464,0.014419,6
0.078724,0.04223,0.034924,0.143689,0.026572,5.5
0.076443,0.033815,0.025223,0.131909,0.003004,6
1.223158,0.598887,0.363547,1.860963,0.004532,7
0.093726,0.053438,0.035906,0.169316,0.00147,4
0.083591,0.043902,0.033961,0.142193,0.010057,5.5
0.133197,0.079913,0.060447,0.263403,0.006963,3
0.529624,0.234337,0.146432,1.107666,0.019812,5
0.113904,0.054353,0.045424,0.166851,0.002341,3
0.099384,0.039257,0.027807,0.147067,0.019808,6
0.53727,0.247321,0.140116,1.159212,0.031202,5
0.167617,0.104685,0.093523,0.203051,0.007695,6.5
0.113239,0.068119,0.054558,0.187739,0.014788,3
